accession,scientific_name,taxid,hit_def,identity_pct,coverage_pct,evalue,bits,align_length,identities,gaps,query_from,query_to,hit_from,hit_to,subject_length
OZ461700.1,Monkeypox virus,10244,"Monkeypox virus isolate CL285211 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47651,48112,189991
OZ254687.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX5143V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47848,48309,196440
PQ221685.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0455V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47915,48376,196701
OZ254751.1,Monkeypox virus,10244,"Monkeypox virus isolate skv-mpx0804C|Ibanda|ont|2024-06-10 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,48051,48512,196852
OZ461497.1,Monkeypox virus,10244,"Monkeypox virus isolate CL287951 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47506,47967,188621
OZ254901.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX5197V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47832,48293,196405
PQ281491.1,Monkeypox virus,10244,"Monkeypox virus isolate Monkeypox virus/Human/Thailand/DDCBIDI-002/2024, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48222,48683,197278
PQ281490.1,Monkeypox virus,10244,"Monkeypox virus isolate Monkeypox virus/human/Thailand/DDCBIDI-001/2024, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48250,48711,197116
OZ254347.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX1006C_S11_ilm genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,45029,45490,195288
PQ221748.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX1093V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47876,48337,196576
OZ461512.1,Monkeypox virus,10244,"Monkeypox virus isolate CL291454 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,46508,46969,187978
OZ461593.1,Monkeypox virus,10244,"Monkeypox virus isolate CL287962 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,46508,46969,187623
OZ461620.1,Monkeypox virus,10244,"Monkeypox virus isolate CL284939 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47593,48054,189924
OZ461732.1,Monkeypox virus,10244,"Monkeypox virus isolate CL287250 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47641,48102,189951
OZ254681.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4128V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47831,48292,196367
OZ461543.1,Monkeypox virus,10244,"Monkeypox virus isolate CL292489 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47231,47692,188752
PQ221902.1,Monkeypox virus,10244,"Monkeypox virus isolate RDC-NKV-GOM-MPOX169C, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47536,47997,195437
OZ254811.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4604V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47832,48293,196403
OZ254523.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3567V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47859,48320,196408
OZ254421.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX2653V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47839,48300,196395
PQ221682.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0452V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47919,48380,196634
OZ254227.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3531C genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47850,48311,196441
OZ414391.1,Monkeypox virus,10244,"Monkeypox virus isolate Monkeypox_PT0985_2026 genome assembly, complete genome: monopartite >gi|3203136347|emb|OZ414393.1| Monkeypox virus isolate Monkeypox_PT0990_2026 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,46891,47352,195322
PQ221764.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX1289V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48011,48472,196777
OZ254207.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX1818C_ont genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,48051,48512,196864
PQ221793.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX1511C, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48023,48484,196802
PQ221505.1,Monkeypox virus,10244,"Monkeypox virus isolate 22MPX0035V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,41864,42325,184483
PQ352030.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX 2027V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,45853,46314,188464
PP601217.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX0221V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,46875,47336,195614
OZ254789.1,Monkeypox virus,10244,"Monkeypox virus isolate RDC-NKV-GOM-MPX-347 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47526,47987,195450
OZ254630.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4733V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47840,48301,196412
OZ254904.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPXV-GOM-208_ont genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47096,47557,195612
OZ235128.1,Monkeypox virus,10244,"Monkeypox virus genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,41668,42129,190465
PV448277.1,Monkeypox virus,10244,"Monkeypox virus isolate MPXV_USA_2025_NY0100, complete genome",100.0,100.0,0.0,828.419,462,462,0,1,462,46933,47394,195403
PQ221600.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0059C, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47916,48377,196656
PQ221833.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX0kum, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48030,48491,196782
OZ461552.1,Monkeypox virus,10244,"Monkeypox virus isolate CL291595 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47650,48111,188786
OZ413598.1,Monkeypox virus,10244,"Monkeypox virus isolate GIRL00012453 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,46952,47413,194621
PQ221747.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX1085C, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47876,48337,196542
OZ461921.1,Monkeypox virus,10244,"Monkeypox virus isolate CL288569 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47650,48111,188875
OZ254633.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4472V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47848,48309,196441
OZ254336.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX2559V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,48034,48495,196776
OZ461629.1,Monkeypox virus,10244,"Monkeypox virus isolate CL285285 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47290,47751,189630
OZ461893.1,Monkeypox virus,10244,"Monkeypox virus isolate CL281982 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47230,47691,189572
PQ352022.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX 1521V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47225,47686,189838
PQ221898.1,Monkeypox virus,10244,"Monkeypox virus isolate RDC-NKV-GOM-MPOX157Or, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,45346,45807,191413
OZ461925.1,Monkeypox virus,10244,"Monkeypox virus isolate CL286869 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47651,48112,189992
PQ221814.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX1660V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47910,48371,196612
OZ254466.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3025V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,48038,48499,196746
PQ221803.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX1554V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48044,48505,196847
OZ462910.1,Monkeypox virus,10244,"Monkeypox virus isolate 2408EQT-WGT-I1011-000 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,42364,42825,185244
OZ461938.1,Monkeypox virus,10244,"Monkeypox virus isolate MPX24148 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47543,48004,189872
OZ254784.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4120C genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47841,48302,196415
PQ221583.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0030V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47918,48379,196739
OZ254280.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3446V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47852,48313,196421
OZ254360.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX1076V_ont genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,48061,48522,196867
OZ254638.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4952C genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47840,48301,196428
OZ462935.1,Monkeypox virus,10244,"Monkeypox virus isolate 2408EQT-WGT-I0012-000 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,42296,42757,185024
OZ461942.1,Monkeypox virus,10244,"Monkeypox virus isolate MPX24267 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47238,47699,189550
OZ254517.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3455V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47842,48303,196427
OZ254512.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3263C genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47851,48312,196433
PQ221715.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0642V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47543,48004,196272
PQ221781.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX1458V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47545,48006,196251
PQ221595.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0046C, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47904,48365,196664
OZ254786.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4474V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47840,48301,196389
OZ462927.1,Monkeypox virus,10244,"Monkeypox virus isolate 2409EQT-MBK-I1012-000 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,42252,42713,185331
OZ461470.1,Monkeypox virus,10244,"Monkeypox virus isolate CL287864 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,46508,46969,187743
OZ254655.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4589V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47853,48314,196420
OZ461697.1,Monkeypox virus,10244,"Monkeypox virus isolate CL287679 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,46093,46554,187410
OZ461867.1,Monkeypox virus,10244,"Monkeypox virus isolate CL284059 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47238,47699,189558
OZ254834.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX5082V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47834,48295,196426
OZ254431.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX1844V_ont genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,48039,48500,196812
OZ254788.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPXV-GOM-209_ont genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47178,47639,195711
PP601184.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX1769C, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48006,48467,196792
OZ254600.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4699V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47840,48301,196430
OZ254331.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX0926V_S14_ilm genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,45168,45629,195452
OZ254259.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3258S genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47847,48308,196418
PX667572.1,Monkeypox virus,10244,"Monkeypox virus isolate Zaire-96-I-16_update, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48095,48556,196981
PP601186.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX1793V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48004,48465,196773
OZ461846.1,Monkeypox virus,10244,"Monkeypox virus isolate CL291318 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47650,48111,188950
OZ235150.1,Monkeypox virus,10244,"Monkeypox virus genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,41634,42095,190379
MN702444.1,Monkeypox virus,10244,Monkeypox virus strain A5_contig_SPADES genomic sequence,100.0,100.0,0.0,828.419,462,462,0,1,462,41705,42166,190167
OZ254345.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX2541V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,48105,48566,196843
OZ254406.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX2196C genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47172,47633,195157
PQ221724.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0732V, partial genome >gi|2792569986|gb|PQ221725.1| Monkeypox virus isolate 23MPX0738V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47557,48018,196244
PQ221666.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0367C, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47538,47999,196280
OZ254206.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3435V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47834,48295,196376
OZ461747.1,Monkeypox virus,10244,"Monkeypox virus isolate CL285215 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47626,48087,189966
PQ305790.1,Monkeypox virus,10244,"Monkeypox virus isolate 40_DRC_HGRK_SouthKivu_2023, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47945,48406,196323
OZ413597.1,Monkeypox virus,10244,"Monkeypox virus isolate GIRL00007747 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47952,48413,196609
PV002568.1,Monkeypox virus,10244,"Monkeypox virus isolate MPXV_USA_2024_GA0100, complete genome",100.0,100.0,0.0,828.419,462,462,0,1,462,46902,47363,195536
PQ221644.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0245C, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47563,48024,196253
OZ235129.1,Monkeypox virus,10244,"Monkeypox virus genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,41654,42115,190412
OZ254529.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3572V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47849,48310,196424
PQ221599.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0057C, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47916,48377,196619
OZ461871.1,Monkeypox virus,10244,"Monkeypox virus isolate CL285301 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47576,48037,189916
MN702446.1,Monkeypox virus,10244,Monkeypox virus strain 38c_contig_SPADES genomic sequence,100.0,100.0,0.0,828.419,462,462,0,1,462,47845,48306,190357
OZ254476.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3221C genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47840,48301,196435
PQ221581.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0022V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48032,48493,196736
OZ254819.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4951C genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47835,48296,196530
OZ462928.1,Monkeypox virus,10244,"Monkeypox virus isolate 2409EQT-MBK-I1002-000 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,42156,42617,185039
MN702453.1,Monkeypox virus,10244,Monkeypox virus strain A1_contig_SPADES genomic sequence,100.0,100.0,0.0,828.419,462,462,0,1,462,47884,48345,189632
PQ221660.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0357V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47462,47923,196113
OZ254540.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3662V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47845,48306,196417
OZ254250.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3923C genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47855,48316,196415
PQ221741.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX1063V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47946,48407,196660
OZ254578.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX2663V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,48010,48471,196730
PQ305766.1,Monkeypox virus,10244,"Monkeypox virus isolate 7_DRC_HGRK_SouthKivu_2024, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47943,48404,196337
OZ254308.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX2706V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,48015,48476,196739
OZ461730.1,Monkeypox virus,10244,"Monkeypox virus isolate MPX24346 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47233,47694,189544
OZ254835.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4821V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47844,48305,196434
PP601194.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX0025V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48007,48468,196768
OZ254539.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3827V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47849,48310,196435
OZ235140.1,Monkeypox virus,10244,"Monkeypox virus genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,41653,42114,190430
OZ461503.1,Monkeypox virus,10244,"Monkeypox virus isolate CL291622 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,45735,46196,188044
PP601222.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX0230C, complete genome",100.0,100.0,0.0,828.419,462,462,0,1,462,46907,47368,195599
PQ305820.1,Monkeypox virus,10244,"Monkeypox virus isolate 92_DRC_HGRK_SouthKivu_2024, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47227,47688,194938
PQ221559.1,Monkeypox virus,10244,"Monkeypox virus isolate 22MPX0510V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48008,48469,196813
OZ254769.1,Monkeypox virus,10244,"Monkeypox virus isolate skv-mpx919|Sud-Kivu|ont|2024-06-XX genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,48057,48518,196870
PQ221787.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX1471V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48042,48503,196845
OZ461591.1,Monkeypox virus,10244,"Monkeypox virus isolate CL291453 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,46508,46969,187977
PQ221575.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0002S, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47883,48344,196660
OZ254767.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4190V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47838,48299,196412
OZ464494.1,Monkeypox virus,10244,"Monkeypox virus isolate CL292888 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47230,47691,188405
OZ254636.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4204V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47840,48301,196429
PQ305788.1,Monkeypox virus,10244,"Monkeypox virus isolate 38_DRC_HGRK_SouthKivu_2023, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47939,48400,196317
OZ254594.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4785V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47847,48308,196437
PQ221722.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0723V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47912,48373,196660
OZ254842.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX4772C genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47840,48301,196409
OZ254479.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3206V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47844,48305,196388
OZ254495.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX3445V genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47849,48310,196438
OZ254561.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX2165C genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47268,47729,195959
OZ461705.1,Monkeypox virus,10244,"Monkeypox virus isolate MPX24062 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,47810,48271,190150
PP601205.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX0188V, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48061,48522,196853
OZ254423.1,Monkeypox virus,10244,"Monkeypox virus isolate 24MPX1021C_S18_ilm genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,45297,45758,195611
PQ221624.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0130C, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,47827,48288,196574
OZ254706.1,Monkeypox virus,10244,"Monkeypox virus isolate skv-mpx0262C|Bagira|ilm|2024-04-13 genome assembly, complete genome: monopartite",100.0,100.0,0.0,828.419,462,462,0,1,462,44843,45304,195074
PQ221648.1,Monkeypox virus,10244,"Monkeypox virus isolate 23MPX0274S, partial genome",100.0,100.0,0.0,828.419,462,462,0,1,462,48015,48476,196789
